Localization表格,,,,,
Both,,,,,
ID,VariableName,VariableComment,Chinese,ChineseTraditional,English
70082,,,缺省关卡名32,三迪鎮,Sandi Town
70083,,,缺省关卡名33,沙漠戈壁,The desert Gobi
70084,,,缺省关卡名34,生命森林,Forest of life
70085,,,缺省关卡名35,濕地,wetland
70086,,,缺省关卡名36,樹莓村,Raspberry Town
70087,,,缺省关卡名37,水晶通道,Channel of crystals
70088,,,缺省关卡名38,水晶王座,The Crystal Throne
70089,,,缺省关卡名39,斯貝斯鎮,The town of Spays
70090,,,缺省关卡名40,斯蒂爾鎮,The Town of Steele
70091,,,缺省关卡名41,蘇蘭德城,The City of Surand
70092,,,缺省关卡名42,塔特村,The Town of Tate
70093,,,缺省关卡名43,苔蘚洞穴,Cave of moss
70094,,,缺省关卡名44,泰勒斯鎮,The town of Thales
70095,,,缺省关卡名45,泰威爾鎮,The town of Tewell
70096,,,缺省关卡名46,坦克爾村,Town of Tankel
70097,,,缺省关卡名47,特洛伊島,Troy Island
70098,,,缺省关卡名48,沃夫沼澤,Wharf marsh
70099,,,缺省关卡名49,西利村,Town of Seeley
70100,,,缺省关卡名50,峽谷1,Canyon 1
70101,,,缺省关卡名51,峽谷2,Canyon 2
70102,,,缺省关卡名52,峽谷3,Canyon 3
70103,,,缺省关卡名53,峽谷4,Canyon 4
70104,,,缺省关卡名54,小浪沙灘,Small wave beach
70105,,,缺省关卡名55,羊羊大陸,Sheep sheep continent
70106,,,缺省关卡名56,銀蛇之巔,The top of the Silver Snake
70107,,,缺省关卡名57,漁壑海岸,Fishing gully coast
70108,,,缺省关卡名58,沼澤邊緣,Edge of swamp
70109,,,新手无尽,新手無盡,Abyss
70110,,,阵地,陣地,Fortress
70111,,,教学,教學,Tutorial
70112,,,丛林,叢林,Jungle
70113,,,沼泽,沼澤,Swamp
70114,,,沙漠,沙漠,Desert
70115,,,沙丘,沙丘,Dunes
70116,,,绿洲,綠洲,Oasis
70117,,,火山区域1,火山區域1,Volcanic Zone I
70118,,,火山区域2,火山區域2,Volcanic Zone II
70119,,,火山区域3,火山區域3,Volcanic Zone III
80000,,,开始游戏,開始游戲,Start
80001,,,密码,密碼,Password
80002,,,其他方式登录,其他方式登錄,Other Login Methods
80003,,,请输入,請輸入,Enter Here
80004,,,输入密码,輸入密碼,Password
80005,,,输入账号,輸入賬號,Acount Name
80006,,,我已阅读并同意<color=#FFC700>服务协议</color>和<color=#FFC700>隐私政策</color>,我已閲讀并同意<color=#FFC700>服務協議</color>和<color=#FFC700>隱私政策</color>,I have read and agree to the<color=#FFC700> Terms of Service </color> and<color=#FFC700> Privacy Policy </color>
80007,,,再次输入密码,再次輸入密碼,Re-enter Password
80008,,,确认密码,確認密碼,Confirm Password
80009,,,账号或密码错误,賬號或密碼錯誤,Invalid username or password
80010,,,账号,賬號,Account
80011,,,账号昵称,賬號昵稱,Nickname
80012,,,账号注册,賬號註冊,Create Account
80013,,,创建,創建,Create
80014,,,注册,註冊,Create
80015,,,注册账号,注冊賬號,Create Account
80016,,,波次失败,波次失敗,Failure of wave
80017,,,波次通过,波次通過,Passage of wave
80018,,,成功升级到{0}级!,成功升級到{0}級!,Successfully Upgraded to Lv.{0}!
80019,,,成功升星,成功升星,Awakening Successful!
80020,,,成功镶嵌{0},成功鑲嵌{0},Successfully Embeded {0}
80021,,,出怪口{0}没有怪物寻路路线,出怪口{0}沒有怪物尋路路線,There are no monster wayfinding routes out of the mouth {0}
80022,,,"当前可升级,无法使用经验书","當前可升級,無法使用經驗書","Currently upgradable, experience books cannot be used"
80023,,,当前塔无法卖出,當前塔無法賣出,The tower is not available for sale
80024,,,"该佣兵派遣中,无法选择","該傭兵派遣中,無法選擇",This Guardian is currently dispatched and cannout be selected.
80025,,,怪物数量不能小于等于0,怪物數量不能小於等於0,The number of monsters cannot be less than or equal to 0
80026,,,获得{0},獲得{0} ,Get {0}
80027,,,建造材料不足,建造材料不足,Not Enough Items
80028,,,金币不足,金幣不足,Not Enough Items
80029,,,空位不足,空位不足,Slots Full
80030,,,网络请求超时,網絡請求超時,The network request timed out
80031,,,银币不足，需要{0},"銀幣不足,需要{0}",Not enough coins. {0}
80032,,,最多只能拥有{0}个物品,最多只能擁有{0}個物品,You can have at most {0} items
80033,,,{0}不足！,{0}不足！,{0} is not enough
80034,,,两次输入的密码不同！,兩次輸入的密碼不同!,Two different passwords!
80035,,,密码不能为空!,密碼不能為空!,The password cannot be empty!
80036,,,昵称不能为空!,昵稱不能為空!,Nicknames cannot be empty!
80037,,,需请先阅读并同意条款,需請先閱讀並同意條款,Please read and agree to the terms and conditions
80038,,,账号不能为空!,賬號不能為空!,Account cannot be empty!
80039,,,{0}升级完成!,{0}升級完成!,{0} The upgrade is complete
80040,,,正在升级,正在升級,Being upgraded
80041,,,镶嵌成功！,鑲嵌成功！,Mosaic success!
80042,,,是否消耗货币购买,是否消耗貨幣購買,Whether to spend money to buy
80043,,,请选择一个佣兵后再进行派遣,請選擇一個傭兵后再進行派遣,Please select a Guardian before dispatching.
80044,,,输入的时间不能小于等于0,輸入的時間不能小於等於0,The input time cannot be less than or equal to 0
80045,,,"派遣成功,努力挖掘中","派遣成功,努力挖掘中","Dispatch successful, diligently carrying out the task."
80046,,,请完成{0}模式第{1}章关卡:{2},請完成{0}模式第{1}章關卡:{2},Complete level {2} in {0} mode {1}.
80047,,,升级材料:{0}不足!,升級材料:{0}不足!,Insufficient {0}
80048,,,"升级成功!攻击力+{0}, 攻击范围+{1}, 攻击间隔{2}","升級成功!攻擊力+{0}, 攻擊範圍+{1}, 攻擊間隔{2}","Upgrade succeed!Attack+{0}, Range+{1}, CD{2}"
80049,,,升级经验不足!,升級經驗不足!,Lack of experience in upgrading!
80050,,,"已达最大等级,无法使用经验书","已達最大等級,無法使用經驗書",Maximum level has been reached. Experience book cannot be used
80051,,,佣兵激活成功！,傭兵激活成功！,Guardian Activated Successfully!
80052,,,佣兵碎片不足！,傭兵碎片不足！,Not Enough Guardian Fragments!
80053,,,升星材料:{0}不足!,升星材料:{0}不足!,Insufficient {0}
80054,,,没有可的删除邮件,沒有可的刪除郵件,There is no way to delete emails
80055,,,没有可领取的邮件,沒有可領取的郵件,There is no mail to collect
80056,,,没有领取邮件,沒有領取郵件,Not picking up the mail
80057,,,是否领取所有邮件?,是否領取所有郵件?,Do you collect all mail?
80058,,,是否删除所有已读和领取过的邮件？,是否刪除所有已讀和領取過的郵件？,Do you delete all messages that have been read and collected?
80059,,,确认拆除此防御塔?,確認拆除此防禦塔?,Demolish this tower?
80060,,,使用1个【{0}】来移除,使用1個【{0}】來移除,Use 1 [{0}] to remove
80061,,,是否保存进度退出?,是否退出當前關卡?,Will you exit the current level?
80062,,,是否取消 {0} 的防守?,是否取消 {0} 的防守?,Retreat from {0}?
80063,,,是否确认退出游戏？,是否確認退出遊戲？,Retreat Now?
80064,,,"同时只能挑战一个{0}模式关卡, {1} 正在战斗中,是否放弃战斗?","同時只能挑戰一個 {0} 模式關卡, {1} 正在戰鬥中,是否放棄戰鬥?","At the same time, only one {0} level can be Challenged. {1} is currently in battle. Do you want to give up the battle?"
80065,,,无剩余狼群,無剩余狼群,No wolves left
80066,,,无效的道具,無效的道具,Invalid items
80067,,,无效的塔,無效的塔,Invalid tower
80068,,,消耗体力:{0}/{1},消耗體力:{0}/{1},Stamina Used: {0}/{1}
80069,,,消耗体力:<color=#FF0000>{0}/{1}</color>,消耗體力:<color=#FF0000>{0}/{1}</color>,Stamina Used: <color=#FF0000>{0}/{1}</color>
80070,,,"已经通关,不能在开始战斗","已經通關,不能在開始戰鬥","Have completed the level, can not start the battle"
80071,,,"已经通关了,不能再开始战斗了","已經通關了,不能再開始戰鬥了",We've passed the level. We can't start fighting anymore
80072,,,通关奖励,通關獎勵,Rewards
80073,,,无限模式,無限模式,Infinite Mode
80074,,,战役,戰役,Campaign
80075,,,波数,波數,Wave
80076,,,正在防守其他关卡,正在防守其他關卡,Depolyed in other levels
80077,,,消耗品,消耗品,Cost
80078,,,升星,覺醒,Awaken
80079,,,积分:,積分:,Points:
80080,,,积分商城,積分商城,"Points
Store"
80081,,,密林探险,密林探險,"Jungle
Adventure"
80082,,,宝石镶嵌,寶石鑲嵌,Gem inlay
80083,,,每日上限,每日上限,Daily limit
80084,,,投掷,投擲,Roll
80085,,,未投资,未投資,Uninvested
80086,,,深林密藏,深林密藏,Deep Forest Hidden
80087,,,遗迹密藏,遺跡密藏,Relic Hidden
80088,,,离开战斗？,離開戰鬥？,Retreat Now?
80089,,,当前,當前,Current
80090,,,未达到当前声望,未達到當前聲望,Not reached current reputation
80091,,,重回羊村,重回羊村,Return to Origins
80092,,,小试牛刀,小試牛刀,Initiate's Trial
80093,,,清扫外围,清掃外圍,Border Skirmish
80094,,,决战丛林,決戰叢林,Jungle Showdown
80095,,,重整羊村,重整羊村,Rebuild the Town
80096,,,沼泽探险,沼澤探險,Swamp Expedition
80097,,,前往,前往,Go
80098,,,可领取,可領取,Claim
80099,,,存储上限:<color=#00FF20>{0}</color>/{1},存儲上限:<color=#00FF20>{0}</color>/{1},Limit:<color=#00FF20>{0}</color>/{1}
80100,,,体力恢复成功,體力恢復成功,Stamina recovery successful
80101,,,佣兵选择,傭兵選擇,Select Guardian
80102,,,仍有可上阵佣兵,仍有可上陣傭兵,More Guardians Awaiting
80103,,,请完成普通模式,請完成普通模式,Please Complete Normal Mode
80104,,,下一章,下一章,Next Chapter
80105,,,祈福材料不足！,祈福材料不足！,Not Enough Items
80106,,,未达成前置声望,未達成前置聲望,Finish current achievements to unlock
80107,,,符文未全部镶嵌,符文未全部鑲嵌,Embed All Runes to Activate
80108,,,佣兵卡片不足！,傭兵卡片不足！,Not Enough Items
80109,,,关卡失败,關卡失敗,Fail
80110,,,经验球已达储存上限,經驗球已達儲存上限,You need to collect first.
80111,,,每日,每日,Daily
80112,,,每周,每週,Weekly
80113,,,每月,每月,Monthly
80114,,,永久,永久,Permanent
80115,,,放弃挖矿,放棄挖礦,Abandon
80116,,,{0}研究成功，升至{1}级！,{0}研究成功，升至{1}級！,{0} Research Level Reaches {1}!
80117,,,餐点还在准备中请稍等,餐點還在準備中請稍等,"Your meal is still being prepared, please wait a moment."
80118,,,已在探险行动中！,已在探險行動中！,Already on an Expedition
80119,,,可领取！,可領取！,Claim
80120,,,未在当前层,未在當前層,Not on Current Level
80121,,,道具不足!,道具不足！,Not Enough Item
80122,,,抽卡资源不足！,抽卡資源不足！,Not Enough Item
80123,,,没有词条可以选择,沒有詞條可以選擇,There is no selections
80124,,,成功升星!,成功升星！,Awakening Success!
80125,,,所有塔,所有塔,All Towers
80126,,,所有佣兵,所有傭兵,All Guardians
80127,,,对空塔,對空塔,Anti-air Towers
80128,,,对地塔,對地塔,Anti-ground Towers
80129,,,该保险箱已投资！,該保險箱已投資！,This vault has already been invested
80130,,,已达最小,已達最小,Cannot be Reduced
80131,,,货币不足！,貨幣不足！,Not Enough Item
80132,,,只能在肉鸽模式使用,只能在肉鴿模式使用,Cannot be used in current mode
80133,,,无效的ID,無效的ID,Invalid ID
80134,,,升级成功：{0}{1}，{2}{3}，{4}{5},升級成功：{0}{1}，{2}{3}，{4}{5},Level Up Success! {0}{1}，{2}{3}，{4}{5}
80135,,,重新挑战,重新挑戰,Try Again
80136,,,体力不足！,體力不足！,Not Enough Stamina
80137,,,已经有同名地图了,已經有同名地圖了,Name Already Taken
80138,,,防线Lv.{0}开启,防線Lv.{0}開啟,Requires Lv.{0} Fortress
80139,,,{0}层终点,{0}層終點,End Point of Level {0}
80140,,,当前没有在该格！,當前沒有在該格！,Not in This Slot
80141,,,{0}层,{0}層,Level {0}
80142,,,已达最大可灌注经验!,已達最大可灌注經驗！,Max EXP Reached
80143,,,请填充灌注材料！,請填充灌注材料！,Please Fill EXPs First
80144,,,升星材料不足！,升星材料不足！,Not Enough Item
80145,,,升级材料不足!,升級材料不足!,Not Enough Item
80146,,,升级材料不足！,升级材料不足！,Not Enough Item
80147,,,使用{0}个【{1}】来移除,使用{0}個【{1}】來移除,Use {0} {1} to remove
80148,,,防御塔经验：,防禦塔經驗：,Tower EXP: 
80149,,,未对该保险箱进行投资！,未對該保險箱進行投資!,Uninvested Vault!
80150,,,剩余次数不足！,剩餘次數不足！,Insufficient Attempts
80151,,,该卡池已结束！,該卡池已結束！,Event Ended
80152,,,投资时间未结束！,投資時間未結束！,Investment Not Completed
80153,,,已达最大,已達最大,Maximum Reached
80154,,,剩余天数:{0}天,剩餘天數:{0}天,{0} Days Left
80155,,,符文未全部镶嵌！,符文未全部鑲嵌！,Runes Not Fully Equiped
80156,,,当前声望等级内任务未完成,當前聲望等級内任務未完成,Need to Complete All Current Quests
80157,,,当前关卡未解锁,當前關卡未解鎖,Locked
80158,,,无尽深渊未解锁,無盡深淵未解鎖,Locked
80159,,,正在升级!,正在升級!,In Progress
80160,,,升级货币不足！,升級貨幣不足！,Not Enough Item
80161,,,"当前正在升级,无法使用经验书","當前正在升級,無法使用經驗書",Cannot Use While In Progress
80162,,,{0}上限{1}/{2},{0}上限{1}/{2},{0} limit {1}/{2}
80163,,,已投资该保险箱！,已投資該保險箱！,Already Invested
80164,,,补签次数已用尽,補簽次數已用盡,No More Catch-ups
80165,,,请完成{0}模式{1}:{2},請完成{0}模式{1}:{2},Clear {0} {1}: {2} First
80166,,,此处没有障碍物,此處沒有障礙物,There is no obstacles
80167,,,需要 {0} 个 {1} 来移除,需要 {0} 个 {1} 來移除,Need {0} {1} to remove
80168,,,经典,經典,Classic
80169,,,抽卡,肉鴿,Roguelike
80170,,,普通,普通,Normal
80171,,,是否投资{0}{1}，{2}后获得{3}{4},是否投資{0}{1}？{2}后獲得{3}{4},Invest {0} {1} to get {3} {4} after {2}?
80172,,,恭喜玩家{0}掘金之路投资成功，财源广进！,恭喜玩家{0}掘金之路投資成功，財源廣進！,Congratulations to player {0} for striking gold! Your investment has paved the way to wealth!
80173,,,将在 {0} 后收获,將在 {0} 后收穫,Gain Rewards After {0}
80174,,,"1、消耗骰子获得前进步数，投掷几点即可前进几格
2、到达指定位置可获得对应任务或奖励
3、到达终点可获得大奖，终点大奖格子需要精准筛出指定步数
4、获得前一轮大奖后进入下一轮，奖励晋级共5轮
5、可消耗钻石购买骰子
6、【银骰子】可在【深林密藏】游玩，【金骰子】可在【遗迹密藏】内游玩","1、消耗掘金鏟獲得前進步數，投擲幾點即可前進幾格
2、到達指定位置可獲得對應任務或獎勵
3、到達終點可獲得大獎，終點大獎格子需要精準篩出指定步數
4、獲得前一輪大獎後進入下一輪，獎勵晉級共5輪
5、可消耗鑽石購買掘金鏟，不限購買次數
6、每月1號0點重置活動","1. Use gold shovels to advance the number of spaces rolled.
2. Land on special spaces to unlock rewards or quests.
3. Reach the final space for a grand prize; precise steps are required.
4. Complete the round to progress to the next, with five levels of increasing rewards.
5. Buy unlimited gold shovels with diamonds.
6. Resets on the 1st of each month at 00:00."
80175,,,Boss来袭！,Boss來襲！,Boss Incoming!
80176,,,广告次数已使用完,廣告次數已用完,Come Back Later
80177,,,正在下载版本文件,正在下載版本文件,Downloading files...
80178,,,产出根据佣兵决定，需在该矿场选择佣兵查看！,產出根據傭兵決定，需在該礦場選擇傭兵查看,You need to depoly a Guardian first!
80179,,,天降横财,天降橫財,Guaranteed Profit
80180,,,加载中...,加載中...,Loading...
80181,,,概率公示,概率公示,Odds Reveal
80182,,,正在巡视村庄...,正在巡視村莊...,Inspecting the Town...
80183,,,正在打扫羊毛，准备干净利落...,正在打掃羊毛，準備乾淨俐落...,"Sweeping up wool, getting everything neat and tidy..."
80184,,,正在运送物资...,正在運送物資...,Delivering supplies...
80185,,,"准备完毕, 即将启程...",準備完畢，即將啟程...,Ready to roll! Let's hit the road...
80186,,,完成{0}关开启此功能,完成{0}解鎖此功能,Complete {0} to unlock
80187,,,完成{0}关开启防御塔,完成{0}解鎖防禦塔,Complete {0} to unlock
80188,,,道具不足，需要{0},道具不足，需要{0},"Items Enough, Needed {0}"
80189,,,暂无公告,暫無公告,No Announcements
80190,,,上一章无尽深渊未解锁,上一章深淵無盡未解鎖,the previous Abyss is locked
80191,,,下一章无尽深渊未解锁,下一章深淵無盡未解鎖,the next Abyss is locked
80192,,,{0}不足,{0}不足,{0} Not Enough
80193,,,{0} 未解锁！,{0} 未解鎖！,{0} is locked!
80194,,,已达最大限购次数,已達到最大限購次數,Maximum Reached
80195,,,已升至最大等级！,已升至最大等級！,Max Level Reached
80196,,,经验球已达上限,經驗球已達上限！,Maximum Reached
80197,,,奖励展示,獎勵展示,Rewards
80198,,,掘金之路,掘金之路,Rags to Riches
80199,,,恭喜！佣兵激活成功,恭喜！傭兵激活成功,New Guardian Recruited!
81000,,,点击任意位置退出,點擊任意位置退出,Tap to Exit
81001,,,点击领取,點擊領取,Tap to Cliam Rewards
81002,,,点击任意位置关闭,點擊任意位置關閉,Tap to Close
81003,,,返回,返回,Back
81004,,,放弃,放棄,Give up
81005,,,取消,取消,Cancel
81006,,,确认,確認,Confirm
81007,,,使用经验书,使用經驗書,Use experience book
81008,,,收起,收起,Put away
81009,,,"已通关
进入查看","已通關
進入查看","Cleared
View"
81010,,,删除已读,刪除已讀,Delete Read
81011,,,一键领取,一鍵領取,"Claim
All"
81012,,,拆除,拆除,Demolish
81013,,,卖出防御塔,賣出防禦塔,Sell the defense tower
81014,,,移除,移除,Remove
81015,,,移除障碍,移除障礙,Remove obstacles
81016,,,再次游玩,再次遊玩,Play again
81017,,,战斗,開戰,Fight
81018,,,讨伐,討伐,Crusade
81019,,,迎战,迎戰,Engage
81020,,,继续,繼續,Continue
81021,,,升级,升級,Upgrade
81022,,,镶嵌,鑲嵌,Equip
81023,,,提升,提升,Level Up
81024,,,确定,確定,Confirm
81025,,,全部领取,全部領取,Claim All
81026,,,祈福,祈福,Bless
81027,,,一键清空,一鍵清空,Remove All
81028,,,退出关卡,退出關卡,Quit
81029,,,跳过动画,跳過動畫,Skip Anim
81030,,,登出,登出,Log Out
81031,,,未绑定,未綁定,Connect
81032,,,已绑定,已綁定,Connected
81033,,,分解,分解,Shatter
81034,,,点击屏幕继续,點擊屏幕繼續,Tap to Continue
81035,,,使用,使用,Use
81036,,,再次挑战,再次挑戰,Play Again
81037,,,点击任意位置继续,點擊任意位置繼續,Tap to Continue
81038,,,返回大厅,返回大廳,Back
81039,,,下一关卡,下一關卡,Next
81040,,,扫荡,掃蕩,Sweep
81041,,,点击抽取奖励,點擊抽取獎勵,Tap to Claim Rewards
81042,,,结束战斗,結束戰鬥,Finish
81043,,,下一波次,下一波次,Next Wave
81044,,,消耗,消耗,Cost
81045,,,强化,强化,Fortify
81046,,,起点,起點,Start Point
81047,,,投资,投資,Investment
81048,,,奖励信息,獎勵信息,Reward Info
81049,,,一星宝箱,一星寶箱,1-Star Chest
81050,,,二星宝箱,二星寶箱,2-Star Chest
81051,,,三星宝箱,三星寶箱,3-Star Chest
81052,,,关卡奖励,關卡獎勵,Stage Rewards
81053,,,领取奖励,領取獎勵,Claim Reward
81054,,,排名,排名,Rankings
81055,,,关卡得分,關卡得分,Stage Score
81056,,,得分排名,得分排名,Score Rank
81057,,,官方,官方,Nature Guardians Team
81058,,,发件人:,發件人:,From:
81059,,,附件:,附件:,Items:
85000,,,解锁佣兵技能,解鎖傭兵技能,Unlock Guardian Skills
85001,,,提升佣兵技能等级,提升傭兵技能等級,Boost Guardian Skills Dmg
85002,,,采矿中,采礦中,Mining
85003,,,锁定中,鎖定中,Locked
85004,,,未上阵,未上陣,Undepolyed
85005,,,已上阵,已上陣,Deployed
85006,,,战斗中,戰鬥中,In Combat
85007,,,未激活,未擁有,Not owned
85008,,,当前佣兵未激活不可选择,當前傭兵未激活不可選擇,Cannot select
85009,,,忙碌中,忙碌中,On Duty
85010,,,已达最高等级,已達最高等級,Max Level Reached
85011,,,已达最高等级!,已達最高等級!,Max Level Reached!
85012,,,已达最高星级,已達最高星級,Max Star Reached
85013,,,镶嵌所有槽位升级丰碑效果,鑲嵌所有槽位升級豐碑效果,Upgrade Stele Effect with All Slots Inlaid
85014,,,已获得该丰碑所有等级效果,已獲得該豐碑所有等級效果,All Stele Effects Unlocked
85015,,,已镶嵌,已鑲嵌,Embedded
85016,,,广告奖励,廣告獎勵,Ad Rewards
85017,,,灌注经验不足!,灌注經驗不足!,Need More Exp.
85018,,,"当前正在防线战斗中,不能跳转到其他页面","當前正在防線戰鬥中,不能跳轉到其他頁面",You can not leave during the fight!
85019,,,需激活双月卡,需要激活雙月卡,Need to activate 2 Cards
85020,,,找不到最新版本,找不到最新版本,Can not find the latest version
85021,,,刷 新,刷 新,Refresh
85022,,,是否拆除此防御塔？,是否拆除此防禦塔？,Remove this tower?
90000,,,退出,退出,Exit
90001,,,主题,主題,Theme
90002,,,战场,戰場,Field
90003,,,障碍物,障礙物,Obstacle
90004,,,装饰,裝飾,Decoration
90005,,,士兵,士兵,Enemy
90006,,,首领,首領,Boss
90007,,,创建地图,創建地圖,Create
90008,,,创建新地图,創建新地圖,Create a New Map
90009,,,点击创建新地图,點擊創建新地圖,Create a new map
90010,,,编辑选中地图,編輯選中地圖,Edit Selected Map
90011,,,编辑地图,編輯地圖,Edit
90012,,,删除地图,刪除地圖,Delete
90013,,,试玩,試玩,Play
90014,,,发布地图,發佈地圖,Publish
100001,,,短时间提升自身移动速度。,短時間提升自身移動速度。,Brief Speed Boost
100002,,,移动时无视地面阻挡物。,移動時無視地面阻擋物。,Pass Through Obstacles
100003,,,向前方闪烁3格距离，沿途不会触发陷阱。,向前方閃爍3格距離，沿途不會觸發陷阱。,"Blink Forward 3 Tiles, Avoids Traps"
100004,,,召唤1只小灰狼进入战场，属性继承召唤者属性的一定百分比。,召喚1隻小灰狼進入戰場，屬性繼承召喚者屬性的一定百分比。,"Summon a Little Grey Wolf, Inherits a Percentage of Your Stats"
100005,,,受到的火属性伤害增加。,受到的火屬性傷害增加。,Increased Fire Damage Taken
100006,,,受到的毒属性伤害增加。,受到的毒屬性傷害增加。,Increased Poison Damage Taken
100007,,,降低受到的所有元素伤害。,降低受到的所有元素傷害。,Reduce Elemental Damage Taken
100008,,,降低受到的火属性和冰属性伤害。,降低受到的火屬性和冰屬性傷害。,Reduce Fire and Ice Damage Taken
100009,,,降低被【眩晕】和【击退】的概率；同时降低被眩晕时间和被击退距离。,降低被【眩暈】和【擊退】的概率；同時降低被眩暈時間和被擊退距離。,Reduce Stun and Knockback Chance; Shortens Stun Duration and Knockback Distance
100010,,,被击败时原地召唤若干只“小突袭狼”。,被擊敗時原地召喚若干隻“小突襲狼”。,"Summon a Pack of ""Mini Ambush Wolves"" Upon Defeat"
100011,,,无法被【击退】。,無法被【擊退】。,Immune to Knockback
100012,,,被击败时发生自爆，使周围的敌方单位【缴械】无法攻击。,被擊敗時發生自爆，使周圍的敵方單位【繳械】無法攻擊。,"Explode Upon Defeat, Disarming Nearby Enemies"
100013,,,降低自身被暴击的概率。,降低自身被暴擊的概率。,Decrease Critical Hit Chance Against You
100014,,,受到的电属性伤害增加。,受到的電屬性傷害增加。,Increased Electric Damage Taken
100015,,,使周围的陷阱无法触发。,使周圍的陷阱無法觸發。,Disarm Nearby Traps
100016,,,无法被防御单位侦测,無法被防禦塔單位偵測。,Invisible to defense units
100017,,,哥哥被击败时，使自身获得伤害减免和移速提升效果。,哥哥被擊敗時，使自身獲得傷害減免和移速提升效果。,Gain Damage Reduction and Speed Boost When Brother is Defeated
100018,,,弟弟被击败时，使自身获得伤害减免和移速提升效果。,弟弟被擊敗時，使自身獲得傷害減免和移速提升效果。,Gain Damage Reduction and Speed Boost When Sibling is Defeated
100019,,,受到的冰属性伤害增加。,受到的冰屬性傷害增加。,Increased Ice Damage Taken
100020,,,免疫所有元素伤害。,免疫所有元素傷害。,Immune to All Elemental Damage
100021,,,提高自身移动速度，但增加受到的攻击伤害。,提高自身移動速度，但增加受到的攻擊傷害。,"Increase Speed, But Take More Damage"
100022,,,清除自身负面状态，同时召唤两个分身。分身继承一定百分比血量，一段时间后消失。,清除自身負面狀態，同時召喚兩個分身。分身繼承一定百分比血量，一段時間後消失。,Cleanse Debuffs and Summon Two Clones. Clones Inherit a Percentage of Your Health and Disappear After a Time.
100023,,,对周围一名血量最低的友方单位释放护盾，使其在一段时间内获得伤害减免。,對周圍一名血量最低的友方單位釋放護盾，使其在一段時間內獲得傷害減免。,"Shield the Lowest Health Ally, Reducing Damage Taken for a Time"
100024,,,恢复自身和周围友军一定百分比的生命。,恢復自身和周圍友軍一定百分比的生命。,Heal Yourself and Nearby Allies by a Percentage
100025,,,提升60%闪避率，可以闪避以自身为目标的攻击，但无法闪避AOE/溅射伤害。,提升60%閃避率，可以閃避以自身為目標的攻擊，但無法閃避AOE/濺射傷害。,"Increase Dodge Rate by 60%, Can Dodge Targeted Attacks, But Not AOE/Splash Damage"
100026,,,向地图中最强的一名敌方单位扔出一颗炸弹，使目标【缴械】。,向地圖中最強的一名敵方單位扔出一顆炸彈，使目標【繳械】。,"Throw a Bomb at the Strongest Enemy on the Map, Disarming Them"
100027,,,原地释放一颗烟雾弹，烟雾停留一段时间，使所有烟雾范围内的友方单位闪避率提升。,原地釋放一顆煙霧彈，煙霧停留一段時間，使所有煙霧範圍內的友方單位閃避率提升。,"Drop a Smoke Bomb, Increasing Dodge Rate for All Allies Within the Smoke"
100028,,,光环效果，使周围的防御塔被【缴械】,光環效果，使周圍的防禦塔被【繳械】。,Aura Effect: Disarms Nearby Towers
100029,,,召唤1只飞天狼进入战场，属性继承召唤者属性的一定百分比。,召喚1隻飛天狼進入戰場，屬性繼承召喚者屬性的一定百分比。,"Summon a Flying Wolf, Inheriting a Percentage of Your Stats"
100030,,,清除自身负面状态，同时召唤若干个分身。分身继承一定百分比血量，一段时间后消失。,清除自身負面狀態，同時召喚若干個分身。分身繼承一定百分比血量，一段時間後消失。,Cleanse Debuffs and Summon Multiple Clones. Clones Inherit a Percentage of Your Health and Disappear After a Time.
100031,,,自身获得70%攻击伤害减免，强迫范围内敌方防御单位攻击自己，持续一段时间。,自身獲得70%攻擊傷害減免，強迫範圍內敵方防禦單位攻擊自己，持續一段時間。,"Gain 70% Damage Reduction, Forcing Nearby Enemy Towers to Target You for a Duration"
100032,,,召唤1只暴走狼进入战场，属性继承召唤者属性的一定百分比。,召喚1隻暴走狼進入戰場，屬性繼承召喚者屬性的一定百分比。,"Summon a Frenzied Wolf, Inheriting a Percentage of Your Stats"
100033,,,在一定时间内完全免疫物理伤害,在一定時間內完全免疫物理傷害。,Completely Immune to Physical Damage for a Time
110001,,,飞行,飛行,Fly
110002,,,狂奔,狂奔,Sprint
110003,,,闪现,閃現,Blink
110004,,,初级召唤,初級召喚,Summon I
110005,,,怕火,怕火,Blaze Fear
110006,,,怕毒,怕毒,Toxin Fear
110007,,,元素抵抗,元素抵抗,Elem Resist
110008,,,恒温,恆溫,Homeotherm
110009,,,强壮,強壯,Tough
110010,,,突袭部队,突襲部隊,Ambush Troop
110011,,,稳重,穩重,Heavy
110012,,,弱点防御,弱點防禦,Critical Guard
110013,,,怕电,怕電,Spark Fear
110014,,,谨慎,謹慎,Cautious
110015,,,潜行,潛行,Stealth
110016,,,兄弟情谊,兄弟情誼,Brotherhood
110017,,,怕冰,怕冰,Chill Fear
110018,,,元素免疫,元素免疫,Elem Immunity
110019,,,轻装上阵,輕裝上陣,Lightweight
110020,,,分身术,分身術,Clone
110021,,,守护之盾,守護之盾,Shield
110022,,,群疗,群療,Heal
110023,,,灵活,靈活,Agile
110024,,,投弹,投彈,Grenade
110025,,,烟雾弹,煙霧彈,Smoke
110026,,,威严,威嚴,Blackmail
110027,,,高级召唤,高級召喚,Summon II
110028,,,多重影分身,多重影分身,Shadow Clone
